2017 NAICS,2017 NAICS TITLE,ISIC,ISIC TITLE,Explanatory Notes
453210,Office supplies and stationery stores,4761,"Retail sale of books, newspapers and stationary in specialized stores",Office supplies and stationery stores
453220,"Gift, novelty and souvenir stores",4773,Other retail sale of new goods in specialized stores,"Gift, novelty and souvenir stores"
453310,Used merchandise stores,4774,Retail sale of second-hand goods,"Used merchandise stores (except automotive, pawned or auctioned items)"
453910,Pet and pet supplies stores,4773,Other retail sale of new goods in specialized stores,Pet and pet supplies stores
453920,Art dealers,4773,Other retail sale of new goods in specialized stores,Art dealers
453930,Mobile home dealers,4773,Other retail sale of new goods in specialized stores,Mobile home dealers
453992,Beer and wine-making supplies stores,4773,Other retail sale of new goods in specialized stores,Beer and wine-making supplies stores
453993,Cannabis stores ,4772," Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",retail of cannabis and cannabis products for medical use
453993,Cannabis stores ,4791,Retail sale via mail order houses or via internet,"cannabis product retail, exclusively via the Internet"
453993,Cannabis stores ,4773,Other retail sale of new goods in specialized stores,"retail of cannabis and cannabis products for recreational use, cannabis seeds, cannabis oil, cannabis retail, provincially regulated cannabis stores, head shops"
453999,All other miscellaneous store retailers (except beer and wine-making supplies stores),2396,"Cutting, shaping and finishing of stone",Monument and tombstone dealers
453999,All other miscellaneous store retailers (except beer and wine-making supplies stores),4723,Retail sale of tobacco products in specialized stores,
453999,All other miscellaneous store retailers (except beer and wine-making supplies stores),4752,"Retail sale of hardware, paints and glass in specialized stores",Sauna and hot tub stores
453999,All other miscellaneous store retailers (except beer and wine-making supplies stores),4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",Home security equipment stores and candle shops
453999,All other miscellaneous store retailers (except beer and wine-making supplies stores),4773,Other retail sale of new goods in specialized stores,Specialty stores n.e.c. wig stores; monument and tombstone dealers; other specialty stores n.e.c.
453999,All other miscellaneous store retailers (except beer and wine-making supplies stores),4774,Retail sale of second-hand goods,"Auctioneering, with own facilities, open to the general public, retail"
454110,Electronic shopping and mail-order houses,4791,Retail sale via mail order houses or via Internet,
454210,Vending machine operators,4799,"Other retail sale not in stores, stalls or markets",Vending machine operators
454311,Heating oil dealers,4799,"Other retail sale not in stores, stalls or markets",Heating oil dealers
454312,Liquefied petroleum gas (bottled gas) dealers,4799,"Other retail sale not in stores, stalls or markets",Liquefied petroleum gas (bottled gas) dealers
454319,Other fuel dealers,4799,"Other retail sale not in stores, stalls or markets","Direct selling of other fuels (e.g., coal, firewood)"
454390,Other direct selling establishments,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",Road-side temporary fruit and vegetable stands
454390,Other direct selling establishments,4782,"Retail sale via stalls and markets of textiles, clothing and footwear",
454390,Other direct selling establishments,4789,Retail sale via stalls and markets of other goods,
454390,Other direct selling establishments,4799,"Other retail sale not in stores, stalls or markets",Direct selling n.e.c. (door-to-door and other non-store retailing)
481110,Scheduled air transportation,5110,Passenger air transport,"Passenger air transportation, scheduled"
481110,Scheduled air transportation,5120,Freight air transport,"Freight transportation, air, scheduled"
481214,Non-scheduled chartered air transportation,5110,Passenger air transport,"Air passenger carriers, non-scheduled"
481214,Non-scheduled chartered air transportation,5120,Freight air transport,"Air cargo carriers (except air courier), non-scheduled"
481215,Non-scheduled specialty flying services,5110,Passenger air transport,"Specialty air transportation services, with none predominating, using general purpose aircraft"
481215,Non-scheduled specialty flying services,5120,Freight air transport,"Helicopter carriers, non-scheduled service"
482112,Short-haul freight rail transportation,4912,Freight rail transport,Short-haul freight rail transportation
482113,Mainline freight rail transportation,4912,Freight rail transport,Mainline freight rail transportation
482114,Passenger rail transportation,4911,"Passenger rail transport, interurban",Passenger rail transportation
483115,"Deep sea, coastal and great lakes water transportation (except by ferries)",5011,Sea and coastal passenger water transport,"Deep-sea, coastal and Great Lakes water transportation (except ferries), passenger"
483115,"Deep sea, coastal and great lakes water transportation (except by ferries)",5012,Sea and coastal freight water transport,"Deep sea, coastal and Great Lakes water transportation, freight"
483116,"Deep sea, coastal and great lakes water transportation by ferries",5011,Sea and coastal passenger water transport,"Deep sea, coastal and Great Lakes water transportation by ferries"
483213,Inland water transportation (except by ferries),5011,Sea and coastal passenger water transport,"Intracoastal water transportation, passenger"
483213,Inland water transportation (except by ferries),5012,Sea and coastal freight water transport,"Intracoastal water transportation, freight"
483213,Inland water transportation (except by ferries),5021,Inland passenger water transport,"Inland passenger water transportation (except ferries), passengers"
483213,Inland water transportation (except by ferries),5022,Inland freight water transport,
483214,Inland water transportation by ferries,5021,Inland passenger water transport,"Inland passenger water transportation by ferries, passengers"
484110,"General freight trucking, local",4923,Freight transport by road,"General freight trucking, local"
484121,"General freight trucking, long distance, truck-load",4923,Freight transport by road,"General freight trucking, long distance, truck-load"
484122,"General freight trucking, long distance, less than truck-load",4923,Freight transport by road,"General freight trucking, long distance, less than truck-load"
484210,Used household and office goods moving,4923,Freight transport by road,Used household and office goods moving
484221,"Bulk liquids trucking, local",4923,Freight transport by road,"Bulk liquids trucking (e.g., petroleum fuel, milk), local"
484222,"Dry bulk materials trucking, local",4923,Freight transport by road,"Dry bulk materials trucking, local"
484223,"Forest products trucking, local",4923,Freight transport by road,"Forest products trucking, local (not within the forest)"
484229,"Other specialized freight (except used goods) trucking, local",4923,Freight transport by road,"Other specialized freight (except used goods) trucking, local (e.g., livestock, refrigerated products, mobile home towing)"
484231,"Bulk liquids trucking, long distance",4923,Freight transport by road,"Bulk liquids trucking, long distance"
484232,"Dry bulk materials trucking, long distance",4923,Freight transport by road,"Dry bulk materials trucking, long distance"
484233,"Forest products trucking, long distance",4923,Freight transport by road,"Forest products trucking, long distance (not within the forest)"
484239,"Other specialized freight (except used goods) trucking, long distance",4923,Freight transport by road,"Other specialized freight (except used goods) trucking, long distance (e.g., livestock, refrigerated products, mobile home towing)"
485110,Urban transit systems,4921,Urban or suburban passenger land transport,
485210,Interurban and rural bus transportation,4922,Other passenger land transport,Interurban and rural bus transportation
